ProductName,FormFactor,CPUSocket,Chipset,MemType,Sata3Ports,PCIExpress_x16Ports,DDR3MemSlots,DDR4MemSlots
ASRock FM2A88X+ BTC,ATX,Socket FM2+,AMD A88X,DDR3,8,2,,
ASUS Z9PA-D8,ATX,Socket 2011,Intel C602,DDR3,2,2,,
ASRock AM1B-M,Micro ATX,Socket AM1,,DDR3,2,1,,
ASUS M4A78 Pro,ATX,Socket AM3,AMD 780G,DDR2,,,,
ASUS P8Z68-V LX,ATX,Socket 1155,Intel Z68,DDR3,2,2,,
MSI B150M Pro-VHL,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,,
MSI Z97 Guard-Pro,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
MSI K9AGM3-FD,Micro ATX,Socket AM2,AMD 690G,DDR2,,,,
ASRock Z97 Anniversary,ATX,Socket 1150,Intel Z97,DDR3,6,1,4,
ASUS M3N WS,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
Gigabyte H81M-D3H,Micro ATX,Socket 1150,Intel H81,DDR3,2,2,,
Gigabyte EP45-DS3P,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS H170 Pro Gaming,ATX,Socket 1151,Intel H170,DDR4,6,2,0,4
Gigabyte B75M-HD3,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,,
Gigabyte EP45-DS3R,ATX,Socket 775,Intel P45,DDR2,,,0,
MSI Z68A-GD80 (B3),ATX,Socket 1155,Intel Z68,DDR3,3,3,4,
ASRock K10N7SLI,ATX,Socket AM2+,Nvidia nForce 740a SLI,,,,,
ASRock Z97 OC Formula,ATX,Socket 1150,Intel Z97,DDR3,8,4,4,
ASUS Z87-WS,ATX,Socket 1150,Intel Z87,DDR3,10,4,,
ASRock P43R1600Twins-110dB,ATX,Socket 775,Intel P43,DDR2+DDR3,,,,
ASUS M4A89GTD Pro,ATX,Socket AM3,AMD 890GX,DDR3,,,,
ASUS P5E-VM HDMI,Micro ATX,Socket 775,Intel G35,DDR2,,,,
Gigabyte 780T-D3L,ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASUS A55BM-Plus,Micro ATX,Socket FM2+,AMD A55,DDR3,,,,
MSI H97 PC Mate,ATX,Socket 1150,Intel H97,DDR3,6,2,,
Gigabyte 6UASL3,Micro ATX,Socket 1155,,DDR3,,,,
MSI A68HM-E33 V2,Micro ATX,Socket FM2+,AMD A68H,DDR3,4,1,,
MSI Z97 MPower,ATX,Socket 1150,Intel Z97,DDR3,8,4,4,
Gigabyte EP45-DS3L,ATX,Socket 775,Intel P45,DDR2,,,,
ASRock P55 Deluxe,ATX,Socket 1156,Intel P55,DDR3,,,,
Gigabyte EP45-DS4P,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS Z97-Pro,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
Gigabyte H55M-D2H,Micro ATX,Socket 1156,Intel H55,DDR3,0,2,2,
ASRock EPC612D8A-TB,ATX,Socket 2011-3,Intel C612,DDR4,6,4,,
MSI 870U-G55,ATX,Socket AM3,AMD 770,DDR3,,,,
MSI Z97A Gaming 9 Ack,ATX,Socket 1150,Intel Z97,DDR3,8,3,,
ASRock P45DE3,ATX,Socket 775,Intel P45,DDR3,,,,
ASUS Z97-Deluxe/USB 3.1,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
ASRock 890GX Extreme3,ATX,Socket AM3,AMD 890GX,DDR3,,,,
ASRock 890GX Extreme4,ATX,Socket AM3,AMD 890GX,DDR3,5,3,4,
ASRock FM2A88X Pro3+,ATX,Socket FM2,AMD A88X,DDR3,8,1,,
Gigabyte B85-HD3,ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock 775i65G R3.0,Micro ATX,Socket 775,,,,,,
ASUS X99-Deluxe,ATX,Socket 2011-3,Intel X99,DDR4,12,5,0,8
ASRock 880GM Pro3 R2.0,Micro ATX,Socket AM3+,AMD 880G,DDR3,,,,
Gigabyte H81M-S2H,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P7P55D Deluxe,ATX,Socket 1156,Intel P55,DDR3,,,4,
MSI K9A2GM-FIH,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
MSI 970A-G46,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
MSI 970A-G45,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
Gigabyte H81M-S2V,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,2,0
MSI 970A-G43,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
ASRock H55M-LE,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
MSI H97 Gaming 3,ATX,Socket 1150,Intel H97,DDR3,6,2,,
Gigabyte G1.Sniper Z97,ATX,Socket 1150,Intel Z97,DDR3,6,2,4,
ASRock H55DE3,ATX,Socket 1156,Intel H55,DDR3,,,4,
Gigabyte G1.Sniper Z87,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASUS A68HM-Plus,Micro ATX,Socket FM2+,AMD A68H,DDR3,4,1,,
Gigabyte MA78LM-S2H,ATX,Socket AM3,AMD 760G,DDR2,,,,
Gigabyte P85-D3,ATX,Socket 1150,Intel B85,DDR3,4,2,,
ASUS P5N-MX,Micro ATX,Socket 775,Nvidia GeForce 7050,DDR2,,,,
MSI A88X-G45 Gaming + Assassin's Creed Liberation HD,ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASUS P5K-E/WiFi-AP,ATX,Socket 775,Intel P35,DDR2,,,0,
ASUS AM1M-A,Micro ATX,Socket AM1,Onboard CPU,DDR3,2,1,,
ASUS H81M-Plus,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS Trooper B85,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
MSI P67A-C43 (B3),ATX,Socket 1155,Intel P67,DDR3,2,1,,
MSI P6N SLI Platinum,ATX,Socket 775,Nvidia nForce 650i SLI,,,,,
ASUS F1A55-M LX3,Micro ATX,Socket FM1,AMD A55,DDR3,,,,
ASUS P5WD2 Premium,ATX,Socket 775,Intel 955X,,,,,
Gigabyte Z97M-DS3H,Micro ATX,Socket 1150,Intel Z97,DDR3,6,1,4,
ASUS Maximus VIII Formula,ATX,Socket 1151,Intel Z170,DDR4,8,3,0,4
ASRock X99X Killer/3.1,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
Gigabyte H170-D3HP,ATX,Socket 1151,Intel H170,DDR4,6,2,,
ASUS P5B-MX/WiFi-AP,Micro ATX,Socket 775,Intel 946GZ,DDR2,,,,
Gigabyte Q77M-D2H,Micro ATX,Socket 1155,Intel Q77,DDR3,2,2,,
ASRock B150M Combo-G,Micro ATX,Socket 1151,Intel B150,DDR3+DDR4,6,2,,
Gigabyte M61PME-S2P,Micro ATX,Socket AM2+,Nvidia GeForce 6100,DDR2,,,,
ASRock Z170M OC Formula,Micro ATX,Socket 1151,Intel Z170,DDR4,8,3,0,2
ASUS P5Q SE/R,ATX,Socket 775,Intel P45,DDR2,,,,
MSI G45M-FD,Micro ATX,Socket 775,Intel G45,,,,,
Gigabyte EP45-DS3LR,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS M4A78-HTPC/RC,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,0,
Gigabyte EP35-DS4,ATX,Socket 775,Intel P35,DDR2,,,0,
Gigabyte EP35-DS3,ATX,Socket 775,Intel P35,DDR2,,,,
Gigabyte F2A55M-DS2,Micro ATX,Socket FM2,AMD A55,DDR3,0,1,2,
ASUS M4N68T-M LE V2,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
MSI G41M-P43 Combo,Micro ATX,Socket 775,Intel G41,DDR2+DDR3,,,,
ASRock H61M,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte H97M-HD3,Micro ATX,Socket 1150,Intel H97,DDR3,6,1,2,
Gigabyte G41MT-ES2L,Micro ATX,Socket 775,Intel G41,DDR3,,,,
Gigabyte MA69G-S3H,ATX,Socket AM2,AMD 690G,DDR2,,,,
ASUS Blitz Formula,ATX,Socket 775,Intel P35,DDR2,,,0,
ASUS H110M-Plus,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
Gigabyte Z87X-OC,ATX,Socket 1150,Intel Z87,DDR3,6,4,4,
Gigabyte P61A-D3,ATX,Socket 1155,Intel H61,DDR3,2,1,,
ASUS P8P67 Deluxe,ATX,Socket 1155,Intel P67,DDR3,4,3,4,
ASUS P5G41C-M LX,Micro ATX,Socket 775,Intel G41,DDR2,,,,
MSI H55-G43,ATX,Socket 1156,Intel H55,DDR3,,,,
Gigabyte MA78LMT-S2,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
Gigabyte H67A-USB3-B3,ATX,Socket 1155,Intel H67,DDR3,2,1,,
ASUS M3N78-VM,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
MSI K9AGM3-F,Micro ATX,Socket AM2,AMD 690G,DDR2,,,,
Gigabyte H67MA-D2H,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS P5QL/C/SI,ATX,Socket 775,,,,,,
Gigabyte 6PXSV4,ATX,Socket 2011,Intel C604,DDR3,2,2,,
Gigabyte 6PXSV3,ATX,Socket 2011,Intel C604,DDR3,2,2,,
Gigabyte 790XTA-UD4,ATX,Socket AM3,AMD 790X,DDR3,,,4,
ASRock ConRoe1333-D667,Micro ATX,Socket 775,Intel 945GC,,,,,
MSI K9N SLI,ATX,Socket AM2,Nvidia nForce 570 SLI,,,,,
ASUS P5B Deluxe,ATX,Socket 775,,,,,,
MSI CSM-B85M-E45,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASUS P9D-C/4L,ATX,Socket 1150,Intel C224,DDR3,4,1,,
ASRock H110M-DVP,Micro ATX,Socket 1151,Intel H110,DDR4,,,,
ASRock 890GM Pro3 R2.0,Micro ATX,Socket AM3+,AMD 890GX,DDR3,,,,
ASRock N68-GS,Micro ATX,Socket AM3,Nvidia nForce 630a,DDR2,,,,
MSI P45 Platinum,ATX,Socket 775,Intel P45,DDR2,,,0,
ASRock A790GXH/128M,ATX,Socket AM2+,AMD 790GX,DDR2,,,,
MSI P7N SLI Platinum,ATX,Socket 775,Nvidia nForce 750i SLI,DDR2,,,0,
Gigabyte Z170MX-Gaming 5,Micro ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASRock FM2A75 Pro4-M,Micro ATX,Socket FM2,AMD A75,DDR3,5,2,,
ASUS P8H61-M LE R2.0,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte Z87X-UD3H,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
ASUS P8Q77-M,Micro ATX,Socket 1155,Intel Q77,DDR3,2,1,4,
MSI H81M-E35 V2,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,2,0
ASRock K7S41GX2,Micro ATX,Socket A,,DDR,,,,
ASRock Fatal1ty X99 Professional Gaming i7,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
ASUS M4A77TD,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS Z170-Pro,ATX,Socket 1151,Intel Z170,DDR4,2,3,,
ASUS H87-Plus (C2),ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASUS P5P41D,ATX,Socket 775,Intel G41,DDR2,,,,
ASRock N68-GE,Micro ATX,Socket AM2,Nvidia GeForce 7025,DDR2,,,,
MSI H67MA-ED55 (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,2,4,
ASUS P5P41C,ATX,Socket 775,Intel G41,DDR2,,,,
MSI A88XM-E35 V2,Micro ATX,Socket FM2+,AMD A88X,DDR3,6,1,,
MSI PM8M3-V,Micro ATX,Socket 775,,DDR,,,,
ASUS M5A78L-M LX,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
ASRock N68C-S,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR2+DDR3,,,,
Gigabyte H81M-S1,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
Gigabyte Z97X-UD3H Black Edition,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
ASRock A780GM-LE/128M,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
MSI Z170A-G43 Plus,ATX,Socket 1151,Intel Z170,DDR4,6,2,0,4
ASRock K8A780LM,Micro ATX,Socket 754,AMD 760G,DDR,,,,
Gigabyte X170-WS ECC,ATX,Socket 1151,Intel C236,DDR4,6,3,,
MSI Z87 MPower Max,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
ASRock Z170M Pro4S,Micro ATX,Socket 1151,Intel Z170,DDR4,6,2,,
Gigabyte X58-USB3,ATX,Socket 1366,Intel X58,DDR3,,,,
ASUS M5A88-M Evo,Micro ATX,Socket AM3,AMD 880G,DDR3,5,1,,
MSI A88X-G43,ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
MSI 760GMA-P34 (FX),Micro ATX,Socket AM3+,AMD 760G,DDR3,2,1,,
MSI H170M Pro-VDH,Micro ATX,Socket 1151,Intel H170,DDR4,6,1,,
ASRock H170A-X1,ATX,Socket 1151,Intel H170,DDR4,,,,
Gigabyte 890GPA-UD3H,ATX,Socket AM3,AMD 890GX,DDR3,,,4,
ASUS M2N-LR/SATA,ATX,Socket AM2,Nvidia nForce 570,DDR2,,,,
ASUS M2V-MX,Micro ATX,Socket AM2,,,,,,
ASUS P9D-V,ATX,Socket 1150,Intel C224,DDR3,4,1,,
MSI Z77A-G41 Plus,ATX,Socket 1155,Intel Z77,DDR3,2,1,,
ASUS P9D-X,ATX,Socket 1150,Intel C222,DDR3,2,1,,
MSI FM2-A55-G43,ATX,Socket FM2,AMD A55,DDR3,,,,
ASUS A8N-SLI Premium,ATX,Socket 939,Nvidia nForce 4 SLI,,,,,
ASRock H67DE3,ATX,Socket 1155,Intel H67,DDR3,2,1,,
Gigabyte 5EASV-RH,ATX,Socket 775,,,,,,
Gigabyte 946GMX-S2,Micro ATX,Socket 775,Intel 946GZ,DDR2,,,,
ASUS P9D-M,Micro ATX,Socket 1150,Intel C224,DDR3,4,1,,
ASUS M2N68 Plus,ATX,Socket AM2+,Nvidia nForce 630a,DDR2,,,,
ASUS P5E64 WS Pro,ATX,Socket 775,Intel X38,DDR3,,,,
ASUS M5A97 Evo,ATX,Socket AM3+,AMD 970,DDR3,6,2,4,
ASRock FM2A68M-HD+,Micro ATX,Socket FM2+,AMD A68,DDR3,4,1,,
ASUS M5A78L-M LE,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
MSI P55A-G55,ATX,Socket 1156,Intel P55,DDR3,,,,
MSI FM2-A85XA-G43,ATX,Socket FM2,AMD A85X,DDR3,8,2,,
MSI K9NBPM2-FID,Micro ATX,Socket AM2,,DDR2,,,,
MSI 740GTM-P25,Micro ATX,Socket AM2+,AMD 740G,DDR2,,,,
ASUS P5GC-MX/1333,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS M2N-X,ATX,Socket AM2,,DDR2,,,,
ASRock Z68 Fatal1ty Professional Gen3,ATX,Socket 1155,Intel Z68,DDR3,6,3,4,
Gigabyte X99M Gaming 5,Micro ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,4
MSI Z68MA-G43,Micro ATX,Socket 1155,Intel Z68,DDR3,2,2,,
ASRock Z68 Pro3,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
Gigabyte MD70-HB0,ATX,Socket 2011-3,Intel C612,DDR4,10,5,,
ASRock EPC602D8A,ATX,Socket 2011,Intel C602,DDR3,,,,
ASRock P45R2000-WiFi,ATX,Socket 775,Intel P45,DDR2+DDR3,,,4,
ASUS Maximus IV Gene-Z,Micro ATX,Socket 1155,Intel Z68,DDR3,2,2,4,
Gigabyte M52L-S3,ATX,Socket AM2,,DDR2,,,,
ASUS P7F-M WS,Micro ATX,Socket 1156,Nvidia Ion,DDR3,,,,
MSI PH61A-P35,ATX,Socket 1155,Intel H61,DDR3,2,1,,
Gigabyte X170-Extreme ECC,ATX,Socket 1151,Intel C236,DDR4,8,3,0,4
Gigabyte P35-DQ6,ATX,Socket 775,Intel P35,DDR2,,,0,
ASUS M5A78L-M LX3,Micro ATX,Socket AM3+,AMD 760G,DDR3,0,1,,
MSI X58 Platinum,ATX,Socket 1366,Intel X58,DDR3,,,6,
ASRock G41M-VS3,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS B85-PLUS/USB 3.1,ATX,Socket 1150,Intel B85,DDR3,4,2,,
ASUS M2N32-SLI Premium Vista Edition,ATX,Socket AM2,Nvidia nForce 590 SLI,DDR2,,,,
ASRock M3N78D,ATX,Socket AM3,Nvidia nForce 720D,DDR3,,,,
Gigabyte P61-S3,ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock H170 Pro4/D3,ATX,Socket 1151,Intel H170,DDR3,6,2,,
ASRock ConRoe945PL-GLAN,ATX,Socket 775,Intel 945PL,DDR2,,,,
ASUS P8H61 R2.0,ATX,Socket 1155,Intel H61,DDR3,,,,
MSI H81M Eco,Micro ATX,Socket 1150,Intel H81,DDR3,,,,
ASUS M2N-L,ATX,Socket AM2,Nvidia nForce 570,DDR2,,,,
ASUS M5A78L/USB3,ATX,Socket AM3,AMD 760G,DDR3,6,1,,
ASUS P6T WS Professional,ATX,Socket 1366,Intel X58,DDR3,,,,
ASRock H61M-GS,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock P4I65G,Micro ATX,Socket 478,,DDR,,,,
Gigabyte H110M-S2H DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
ASRock G41C-GS,Micro ATX,Socket 775,Intel G41,DDR2+DDR3,,,,
ASRock Penryn1600SLIX3-WIFI,ATX,Socket 775,Nvidia nForce 680i SLI,DDR2,,,,
ASRock A780FullHD,Micro ATX,Socket AM2+,AMD 780G,,,,,
ASUS I220GC,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS M2N-E,ATX,Socket AM2,Nvidia nForce 570,DDR2,,,,
ASRock Fatal1ty H170 Performance/Hyper,ATX,Socket 1151,Intel H170,DDR4,6,2,,
ASUS M4A79XTD EVO/USB3,ATX,Socket AM3,AMD 790X,DDR3,,,,
Gigabyte 8N-SLI Royal,ATX,Socket 775,Nvidia nForce 4 SLI,,,,,
Gigabyte G33-DS3,ATX,Socket 775,Intel G33,DDR2,,,,
MSI FM2-A85XA-G65,ATX,Socket FM2,AMD A85X,DDR3,8,2,4,
ASRock B85 Pro4,ATX,Socket 1150,Intel B85,DDR3,4,2,,
ASUS Sabertooth 990FX,ATX,Socket AM3+,AMD 990FX,DDR3,6,4,4,
MSI P45T-C51,ATX,Socket 775,Intel P45,DDR2,,,,
Gigabyte MA69VM-S2,Micro ATX,Socket AM2,,DDR2,,,,
ASUS Trooper H110 D3,ATX,Socket 1151,Intel H110,DDR3,4,3,,
Gigabyte 73PVM-S2H,Micro ATX,Socket 775,Nvidia nForce 630i,DDR2,,,,
MSI K9N2GM-FD,Micro ATX,Socket AM2,Nvidia GeForce 8200,DDR2,,,,
ASUS M2N68-AM SE,Micro ATX,Socket AM2+,,DDR2,,,,
ASUS F2A85-M LE,Micro ATX,Socket FM2,AMD A85X,DDR3,7,2,,
ASUS Z87-Deluxe (C2),ATX,Socket 1150,Intel Z87,DDR3,10,3,4,
Gigabyte Z87X-UD4H,ATX,Socket 1150,Intel Z87,DDR3,8,3,,
Gigabyte P43-ES3G,ATX,Socket 775,Intel P43,DDR2,,,,
MSI HydroGen X38,ATX,Socket 775,Intel X38,,,,,
ASUS Maximus III Formula,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS H61M-A/USB3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock A780GM-LE,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
MSI P45-8D,ATX,Socket 775,Intel P45,DDR2+DDR3,,,,
MSI K9NGM2-FID,Micro ATX,Socket AM2,Nvidia GeForce 6150,,,,,
ASRock FM2A55M-DGS,Micro ATX,Socket FM2,AMD A55,DDR3,6,1,,
ASRock Fatal1ty H87 Performance,ATX,Socket 1150,Intel H87,DDR3,6,2,4,
ASRock ALiveXFIRE-ESATA2,ATX,Socket AM2,,DDR2,,,,
Gigabyte 8PENXP,ATX,Socket 478,Intel 865PE,DDR,,,,
Gigabyte H61MA-D2V,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI H61M-P22 (G3),Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock H61M-VG4,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock H61M-VG3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI P35 Platinum Combo,ATX,Socket 775,Intel P35,DDR2+DDR3,,,,
ASUS P8H61-MX/USB3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte Z68MA-D2H,Micro ATX,Socket 1155,Intel Z68,DDR3,2,3,4,
Gigabyte Z87-DS3H,ATX,Socket 1150,Intel Z87,DDR3,6,1,,
Gigabyte Z87X-UD5H,ATX,Socket 1150,Intel Z87,DDR3,10,3,4,
ASRock FM2A88M Extreme4+,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
MSI K9N2GM-FIH,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,0,
ASUS P5KPL/EPU,ATX,Socket 775,Intel G31,DDR2,,,,
MSI Z170-A Pro,ATX,Socket 1151,Intel Z170,DDR4,6,2,,
ASUS M3A78-EMH HDMI,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,0,
Gigabyte H97M-D3H,Micro ATX,Socket 1150,Intel H97,DDR3,6,2,,
MSI P35 Neo2-FR,ATX,Socket 775,Intel P35,DDR2,,,,
MSI B85M-E45,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
MSI KA780G,ATX,Socket AM2+,AMD 780G,DDR2,,,0,
Gigabyte H110M-H DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,,,,
Gigabyte X99-UD4,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
Gigabyte EG31M-S2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
MSI Z87-G43,ATX,Socket 1150,Intel Z87,DDR3,6,2,4,
MSI Z170A Tomahawk,ATX,Socket 1151,Intel Z170,DDR4,6,2,0,4
Gigabyte X99-UD3,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,4
ASRock Fatal1ty X99M Killer,Micro ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,4
Gigabyte 8VM800PMD-775-RH,ATX,Socket 775,,DDR2,,,,
MSI Z170A SLI,ATX,Socket 1151,Intel Z170,DDR4,,,,
ASRock G31M-S R2.0,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASRock G31M-VS2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
MSI X79A-GD65 (8D),ATX,Socket 2011,Intel X79,DDR3,4,5,8,
ASUS P5KPL-AM/PS,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS Maximus VIII Gene,Micro ATX,Socket 1151,Intel Z170,DDR4,6,2,0,4
ASUS P8P67 WS Revolution B3,ATX,Socket 1155,Intel P67,DDR3,2,2,,
ASUS Z97-Deluxe,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
MSI G31M3-F,Micro ATX,Socket 775,Intel G31,DDR2,,,,
MSI G31M3-F V2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASRock X79 Extreme4-M,Micro ATX,Socket 2011,Intel X79,DDR3,3,3,4,
ASRock Z87 Extreme6,ATX,Socket 1150,Intel Z87,DDR3,10,3,4,
ASRock Z87 Extreme4,ATX,Socket 1150,Intel Z87,DDR3,8,3,,
Gigabyte B85M-HD3,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,2,
Gigabyte Z77X-UD5H-WB,ATX,Socket 1155,Intel Z77,DDR3,5,1,,
ASRock H81M-DGS,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI Z87-G55,ATX,Socket 1150,Intel Z87,DDR3,6,3,,
Gigabyte Z97X-UD5H Black Edition,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
MSI H97 Guard-Pro,ATX,Socket 1150,Intel H97,DDR3,6,2,4,
ASRock Z87 Extreme3,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASUS P8H61-M Evo (B3),Micro ATX,Socket 1155,Intel H61,DDR3,2,2,,
MSI H87-G43 Gaming,ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASUS B150M-Plus,Micro ATX,Socket 1151,Intel B150,DDR4,6,2,,
Gigabyte H110M-S2H,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,0,2
ASUS A88XM-A/USB 3.1,Micro ATX,Socket FM2+,AMD A88X,DDR3,6,1,,
MSI 880GMA-E35 (FX),Micro ATX,Socket AM3,AMD 880G,DDR3,6,1,,
ASUS Rampage IV Formula/BF3,ATX,Socket 2011,Intel X79,DDR3,4,4,4,
ASRock G41M-S,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS P8H61-M LX3 R2.0,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P5L 1394,ATX,Socket 775,Intel 945P,DDR2,,,,
ASRock 960GM-GS3 FX,ATX,Socket AM3,AMD 760G,DDR3,4,1,,
ASRock FM2A75M Pro4+,Micro ATX,Socket FM2+,AMD A75,DDR3,6,1,,
MSI Z97 U3 Plus,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
ASRock H61M-GE,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock FM2A88X Pro+,ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASRock H81M-DG4,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI H67MS-E23 (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
Gigabyte G33-DS3R,ATX,Socket 775,Intel G33,DDR2,,,,
ASUS P5QL-VM EPU,Micro ATX,Socket 775,Intel G43,DDR2,,,,
MSI H110M Pro-D,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASUS Z87M-Plus (C2),Micro ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASUS M3A,ATX,Socket AM2+,AMD 770,DDR2,,,,
ASRock H67M-GE/HT,Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
ASUS A55BM-A/USB3,Micro ATX,Socket FM2+,AMD A55,DDR3,6,1,,
Gigabyte Z97X-UD7-TH,ATX,Socket 1150,Intel Z97,DDR3,8,3,,
MSI Z68A-G45 (B3),ATX,Socket 1155,Intel P67,DDR3,2,2,,
ASRock Fatal1ty H97 Performance,ATX,Socket 1150,Intel H97,DDR3,6,2,4,
MSI A55M-P35,Micro ATX,Socket FM1,AMD A55,DDR3,0,1,,
MSI B75A-G43 Gaming,ATX,Socket 1155,Intel B75,DDR3,1,2,,
MSI A55M-P33,Micro ATX,Socket FM1,AMD A55,DDR3,,,,
MSI B85M-E33,Micro ATX,Socket 1150,Intel B85,DDR3,2,1,,
Gigabyte Z97X-SOC Force,ATX,Socket 1150,Intel Z97,DDR3,6,4,4,
Gigabyte F2A88XM-DS2P,Micro ATX,Socket FM2+,AMD A88X,DDR3,,,,
Gigabyte H87M-D3H,Micro ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASRock Q87WS-DL,ATX,Socket 1150,Intel Q87,DDR3,,,,
ASUS M2N,ATX,Socket AM2,,DDR2,,,,
ASRock H110M Combo-G,Micro ATX,Socket 1151,Intel H110,DDR3+DDR4,,,,
ASRock AM2NF3-VSTA,ATX,Socket AM2,,DDR2,,,,
ASRock Wolfdale1333-GLAN/M,Micro ATX,Socket 775,,,,,,
MSI H67MS-E33 (B3),Micro ATX,Socket 1155,Intel H67,DDR3,,,,
