ProductName,FormFactor,CPUSocket,Chipset,MemType,Sata3Ports,PCIExpress_x16Ports,DDR3MemSlots,DDR4MemSlots
MSI Eclipse SLI,ATX,Socket 1366,Intel X58,DDR3,,,6,
MSI Big Bang-XPower,ATX,Socket 1366,Intel X58,DDR3,2,6,6,
ASUS P5QL SE,ATX,Socket 775,Intel P43,DDR2,,,,
MSI Z97M Gaming,Micro ATX,Socket 1150,Intel Z97,DDR3,6,2,4,
ASUS B150M-K D3,Micro ATX,Socket 1151,Intel B150,DDR3,6,1,,
ASRock G41C-S,Micro ATX,Socket 775,Intel G41,DDR2+DDR3,,,,
MSI H55-GD65,ATX,Socket 1156,Intel H55,DDR3,,,4,
Gigabyte A75-D3H,ATX,Socket FM1,AMD A75,DDR3,5,2,,
ASRock P4I65GV,Micro ATX,Socket 478,,DDR,,,,
ASUS M2N-VM DVI,Micro ATX,Socket AM2,Nvidia GeForce 7050,DDR2,,,,
MSI H55M-E23,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
MSI Z170A MPower Gaming Titanium,ATX,Socket 1151,Intel Z170,DDR4,,,,
ASUS Z97-A,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
Gigabyte Z97X-UD5H,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
ASUS P8Q67-M DO (B3),Micro ATX,Socket 1155,Intel Q67,DDR3,2,1,,
ASUS Z97-C,ATX,Socket 1150,Intel Z97,DDR3,4,2,,
ASUS A68HM-K,Micro ATX,Socket FM2+,AMD A68H,DDR3,4,1,,
ASUS M4A78-EM,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock 990FX Extreme6,ATX,Socket AM3+,AMD 990FX,DDR3,5,3,,
MSI G31M3-L V2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASRock 890FX Deluxe4,ATX,Socket AM3,AMD 890FX,DDR3,8,3,4,
ASRock 990FX Extreme9,ATX,Socket AM3+,AMD 990FX,DDR3,8,4,4,
ASRock 890FX Deluxe3,ATX,Socket AM3,AMD 890FX,DDR3,8,3,4,
MSI Z68A-GD55 (G3),ATX,Socket 1155,Intel Z68,DDR3,4,2,,
ASRock 890FX Deluxe5,ATX,Socket AM3+,AMD 890FX,DDR3,8,3,,
MSI P45 Neo3-FR,ATX,Socket 775,Intel P45,DDR2,,,0,
ASRock G41MH/USB3,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI RD480 Neo2-FI,ATX,Socket 939,,,,,,
MSI Z87-GD65 Gaming,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
Gigabyte 770T-USB3,ATX,Socket AM3,AMD 770,DDR3,,,,
ASRock FM2A55 Pro+,ATX,Socket FM2+,AMD A55,DDR3,6,1,,
MSI X48C Platinum,ATX,Socket 775,Intel X48,DDR2+DDR3,,,,
ASRock ConRoe1333-DVI/H,Micro ATX,Socket 775,Intel 945GC,,,,,
ASRock 990FX Extreme4,ATX,Socket AM3+,AMD 990FX,DDR3,8,3,4,
ASRock 990FX Extreme3,ATX,Socket AM3+,AMD 990FX,DDR3,5,3,,
MSI H67MA-ED55,Micro ATX,Socket 1155,Intel H67,DDR3,2,2,4,
MSI Z87-G41 PC Mate,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASRock P43D1600Twins,ATX,Socket 775,Intel P43,DDR2+DDR3,,,,
ASUS P5E-VM DO,Micro ATX,Socket 775,Intel Q35,DDR2,,,,
ASRock Fatal1ty Z170 Gaming K6+,ATX,Socket 1151,Intel Z170,DDR4,8,3,0,4
Gigabyte P35-S3G,ATX,Socket 775,Intel P35,DDR2,,,,
ASRock B75 Pro3-M,Micro ATX,Socket 1155,Intel B75,DDR3,3,1,,
ASUS P5S-MX SE,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte 970A-D3P,ATX,Socket AM3+,AMD 970,DDR3,6,1,,
MSI B150 Gaming M3,ATX,Socket 1151,Intel B150,DDR4,6,2,,
ASUS Z170M-E D3,Micro ATX,Socket 1151,Intel Z170,DDR3,4,2,,
ASUS F1A75-V Evo,ATX,Socket FM1,AMD A75,DDR3,7,3,,
Gigabyte Z77MX-D3H Thunderbolt,Micro ATX,Socket 1155,Intel Z77,DDR3,2,2,,
ASRock Z170A-X1,ATX,Socket 1151,Intel Z170,DDR4,,,,
MSI 990FXA Gaming,ATX,Socket AM3+,AMD 990FX,DDR3,6,3,4,0
ASUS M4A78-HTPC,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASUS B85-Plus,ATX,Socket 1150,Intel B85,DDR3,4,2,,
MSI X99A SLI Plus,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
Gigabyte F2A88XM-D3HP,Micro ATX,Socket FM2+,AMD A88X,DDR3,,,,
MSI KA780GM,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock 939A785GMH,Micro ATX,Socket 939,AMD 785G,DDR,,,,
ASUS Rampage III Extreme,ATX,Socket 1366,Intel X58,DDR3,,,6,
ASRock P55M Pro,Micro ATX,Socket 1156,Intel P55,DDR3,,,4,
MSI P965 Neo-F,ATX,Socket 775,Intel P965,DDR2,,,,
MSI GF615M-P33,Micro ATX,Socket AM3,Nvidia GeForce 6150,DDR3,,,,
MSI Z68A-G43 (B3),ATX,Socket 1155,Intel Z68,DDR3,2,2,,
ASUS P8C WS,ATX,Socket 1155,Intel C216,DDR3,2,4,4,
ASUS Rampage II Gene,Micro ATX,Socket 1366,Intel X58,DDR3,,,6,
MSI P35 Neo2-FIR,ATX,Socket 775,Intel P35,DDR2,,,,
ASUS Z87-C (C2),ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASUS P5N7A-VM,Micro ATX,Socket 775,Nvidia GeForce 9300,DDR2,,,0,
ASUS Crosshair V Formula,ATX,Socket AM3+,AMD 990FX,DDR3,7,4,4,
ASRock P55 Pro,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASRock G41MH-GE,Micro ATX,Socket 775,Intel G41,DDR2,,,,
Gigabyte Z97X Gaming 5,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
Gigabyte Z97X Gaming 7,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
MSI P45-C51,ATX,Socket 775,Intel P45,DDR3,,,,
MSI K9N Ultra,ATX,Socket AM2,Nvidia nForce 570,DDR2,,,,
ASRock X58 Supercomputer,ATX,Socket 1366,Intel X58,DDR3,,,,
ASUS P10S-M-DC,Micro ATX,Socket 1151,Intel C232,DDR4,6,1,,
Gigabyte Z97X Gaming 3,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
ASRock FM2A88M-HD+ R2.0,Micro ATX,Socket FM2+,AMD A88X,DDR3,,,,
MSI Z77 MPower,ATX,Socket 1155,Intel Z77,DDR3,2,3,4,
MSI P4M900M2-L,Micro ATX,Socket 775,,DDR2,,,,
MSI P45C Neo-FIR,ATX,Socket 775,Intel P45,DDR2+DDR3,,,,
Gigabyte H170-HD3,ATX,Socket 1151,Intel H170,DDR4,6,1,,
Gigabyte A75M-UD2H,Micro ATX,Socket FM1,AMD A75,DDR3,5,2,4,
ASRock H61DEL,ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P7P55D-E Pro,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASUS M4A78T-E,ATX,Socket AM3,AMD 790GX,DDR3,,,,
ASUS M4N68T V2,ATX,Socket AM3,Nvidia nForce 630a,DDR3,,,,
ASUS P5P41TD,ATX,Socket 775,Intel G41,DDR3,,,,
ASUS M4A78-AM,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASUS P8H67-M Evo,Micro ATX,Socket 1155,Intel H67,DDR3,2,2,4,
Gigabyte G31MF-S2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
MSI K9N6SGM-V V2,Micro ATX,Socket AM2,,DDR2,,,,
ASUS M5A88-V Evo,ATX,Socket AM3+,AMD 880G,DDR3,5,2,,
ASRock Fatal1ty 990FX Killer/3.1,ATX,Socket AM3+,AMD 990FX,DDR3,5,3,,
ASRock Z68 Pro3 Gen3,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
ASUS P10S-E/4L,ATX,Socket 1151,Intel C236,DDR4,8,1,,
ASUS Z87-Deluxe/Quad,ATX,Socket 1150,Intel Z87,DDR3,10,3,4,
ASRock Z87M Extreme4,Micro ATX,Socket 1150,Intel Z87,DDR3,6,3,4,
ASRock Q170M vPro,Micro ATX,Socket 1151,Intel Q170,DDR4,,,,
Gigabyte P67A-UD5-B3,ATX,Socket 1155,Intel P67,DDR3,2,3,4,
Gigabyte MA78GM-UD2H,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASUS X99-A II,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASRock H170M Pro4S,Micro ATX,Socket 1151,Intel H170,DDR4,6,2,,
ASUS P5B-VM DO,Micro ATX,Socket 775,Intel Q965,DDR2,,,,
ASUS M4N78,ATX,Socket AM2+,Nvidia nForce 720D,DDR2,,,,
ASUS P8P67 LE,ATX,Socket 1155,Intel P67,DDR3,,,,
Gigabyte B150M-D3H,Micro ATX,Socket 1151,Intel B150,DDR4,6,2,0,4
ASUS M5A99X Evo,ATX,Socket AM3+,AMD 990X,DDR3,6,3,4,
MSI X99A XPower AC,ATX,Socket 2011-3,Intel X99,DDR4,10,5,,
ASRock 760GM-GS3,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS P5QL-EM,Micro ATX,Socket 775,Intel G43,DDR2,,,,
Gigabyte EX58-UD5,ATX,Socket 1366,Intel X58,DDR3,,,6,
ASUS Z87-Expert,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
Gigabyte EX58-UD4,ATX,Socket 1366,Intel X58,DDR3,,,,
Gigabyte A75-UD4H,ATX,Socket FM1,AMD A75,DDR3,5,2,4,
Gigabyte B150M-D2V,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,,
ASRock A75M,Micro ATX,Socket FM1,AMD A75,DDR3,5,1,,
Gigabyte H67MA-D2H-B3,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS Maximus V Formula + Assassin's Creed III,ATX,Socket 1155,Intel Z77,DDR3,6,3,,
ASUS Rampage V Extreme/U3.1,ATX,Socket 2011-3,Intel X99,DDR4,8,5,,
ASUS P5E Premium/WiFi-AP,ATX,Socket 775,Intel X48,DDR3,,,,
Gigabyte Z87M-D3H,Micro ATX,Socket 1150,Intel Z87,DDR3,6,2,4,
Gigabyte X99-SLI,ATX,Socket 2011-3,Intel X99,DDR4,10,4,,
MSI P55M-GD45,Micro ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS P5LD2 Deluxe,ATX,Socket 775,Intel 945P,,,,,
Gigabyte 990FXA-D3,ATX,Socket AM3+,AMD 990FX,DDR3,6,4,,
ASUS H110M-A,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASUS P5N73-CM,Micro ATX,Socket 775,Nvidia nForce 630i,DDR2,,,,
ASRock ConRoe1333-ESATA2,ATX,Socket 775,Intel 945P,DDR2,,,,
ASRock X79 Champion,ATX,Socket 2011,Intel X79,DDR3,6,5,,
ASUS H110M-C,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASUS H110M-D,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASUS Z10PR-D16,ATX,Socket 2011-3,Intel C612,DDR4,9,1,,
ASRock Q87M vPro,Micro ATX,Socket 1150,Intel Q87,DDR3,6,1,,
Gigabyte Z68X-UD3H,ATX,Socket 1155,Intel Z68,DDR3,4,2,4,
ASUS Sabertooth X79,ATX,Socket 2011,Intel X79,DDR3,4,3,8,
Gigabyte H61M-S1,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS H110M-K,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASRock P45X3 Deluxe,ATX,Socket 775,Intel P45,DDR3,,,,
ASRock 890GM Pro3,Micro ATX,Socket AM3,AMD 890GX,DDR3,,,,
ASUS A88XM-Plus,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASUS M2N68-AM,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2,,,,
MSI 870A-G54,ATX,Socket AM3,AMD 870,DDR3,6,2,4,
MSI A78M-E45,Micro ATX,Socket FM2+,AMD A75,DDR3,6,1,,
ASUS H110M-R,Micro ATX,Socket 1151,Intel H110,DDR4,,,,
ASRock G41MH/USB3 R2.0,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS X99-PRO/U3.1,ATX,Socket 2011-3,Intel X99,DDR4,8,4,,
MSI P55M-GD41,Micro ATX,Socket 1156,Intel P55,DDR3,,,,
Gigabyte F2A88XM-DS2,Micro ATX,Socket FM2+,AMD A88X,DDR3,4,1,,
MSI P43T-C51,ATX,Socket 775,Intel P43,DDR2,,,,
ASRock FM2A58M-DG3+,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS P8H67-M LX (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
ASRock K10N78hSLI-WiFi,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
Gigabyte 880UD3H,ATX,Socket AM3,AMD 880G,DDR3,,,,
Gigabyte H61M-DS2H,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte 8AENXP-D,ATX,Socket 775,Intel 925XE,,,,,
Gigabyte K8NXP-SLI,ATX,Socket 939,Nvidia nForce 4 SLI,,,,,
Gigabyte Z87P-D3,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
Gigabyte EP45-Extreme,ATX,Socket 775,Intel P45,DDR2,,,,
Gigabyte K8NNXP,ATX,Socket 754,Nvidia nForce 3 150,,,,,
ASUS P5QL-CM,Micro ATX,Socket 775,Intel G43,DDR2,,,,
Gigabyte F2A88XM-HD3P,Micro ATX,Socket FM2+,AMD A88X,DDR3,,,,
Gigabyte 870A-USB3,ATX,Socket AM3+,AMD 870,DDR3,6,2,,
ASRock Z87 Extreme6/ac,ATX,Socket 1150,Intel Z87,DDR3,10,3,,
ASUS P8P67 Evo (B3),ATX,Socket 1155,Intel P67,DDR3,4,3,,
MSI H61M-P20 (G3),Micro ATX,Socket 1155,Intel H61,DDR3,0,1,2,
ASUS Z170 Pro Gaming/Aura,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS Maximus II Formula,ATX,Socket 775,Intel P45,DDR2,,,0,
Gigabyte P55-US3L,ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS P5K64 WS,ATX,Socket 775,Intel P35,DDR3,,,,
Gigabyte H110M-S2PV DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,6,1,,
ASRock X99 Extreme4/3.1,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
Gigabyte P41-ES3G,ATX,Socket 775,Intel G41,DDR2,,,,
ASRock 890GX Pro3,ATX,Socket AM3+,AMD 890GX,DDR3,,,,
Gigabyte H61M-DS2V,Micro ATX,Socket 1155,Intel H61,DDR3,0,1,,
MSI FM2-A85XMA-E35,Micro ATX,Socket FM2,AMD A85X,DDR3,6,1,,
ASUS P5QPL-VM EPU,Micro ATX,Socket 775,Intel G41,DDR2,,,,
Gigabyte Q35M-S2,Micro ATX,Socket 775,Intel Q35,DDR2,,,,
ASRock M3A-GLAN,ATX,Socket AM3,,DDR2,,,,
Gigabyte B85-HD3-A,ATX,Socket 1150,Intel B85,DDR3,4,1,,
Gigabyte H61M-DS2,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock H61M-S,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS M3N78-EMH HDMI,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS P5Q SE/C/SI,ATX,Socket 775,Intel P45,,,,,
MSI Z97-G55 SLI,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
MSI B150M Bazooka D3,Micro ATX,Socket 1151,Intel B150,DDR3,,,,
ASUS P5N73-AM,Micro ATX,Socket 775,Nvidia GeForce 7050,DDR2,,,,
MSI 970A-G43 Plus,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
ASUS Sabertooth X58,ATX,Socket 1366,Intel X58,DDR3,2,3,6,
Gigabyte B150M-D2V DDR3,Micro ATX,Socket 1151,Intel B150,DDR3,6,1,,
ASRock 980DE3/U3S3 R2.0,ATX,Socket AM3+,AMD 770,DDR3,2,1,,
ASUS M2N68-CM,Micro ATX,Socket AM2+,Nvidia nForce 630a,DDR2,,,,
Gigabyte 880GM-USB3,Micro ATX,Socket AM3,AMD 880G,DDR3,,,,
ASRock B150 Pro4/3.1,ATX,Socket 1151,Intel B150,DDR4,6,2,,
Gigabyte K8NXP-9,ATX,Socket 939,Nvidia nForce 4 Ultra,,,,,
ASRock FM2A75 Pro4+,ATX,Socket FM2+,AMD A75,DDR3,5,1,,
ASUS H81M2,ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS Z170 Pro Gaming,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
Gigabyte Z97M-D3H,Micro ATX,Socket 1150,Intel Z97,DDR3,6,2,4,
Gigabyte P31-ES3G,ATX,Socket 775,Intel P31,DDR2,,,,
ASRock Fatal1ty Z170 Gaming K4,ATX,Socket 1151,Intel Z170,DDR4,6,2,0,4
ASUS P7P55D LE,ATX,Socket 1156,Intel P55,DDR3,,,,
ASRock 4Core1600Twins-P35D,ATX,Socket 775,Intel P35,DDR2+DDR3,,,,
ASUS F2A55,ATX,Socket FM2,AMD A55,DDR3,,,,
ASRock 4Core1333-GLAN,ATX,Socket 775,Intel P31,DDR2,,,,
Gigabyte PH67A-UD3-B3,ATX,Socket 1155,Intel H67,DDR3,2,2,,
MSI B75MA-PA45,Micro ATX,Socket 1155,Intel B75,DDR3,,,,
ASUS L1N64-SLI WS/B,ATX,Socket 1207,Nvidia nForce 680a SLI,DDR2,,,,
MSI 870A-G46,ATX,Socket AM3,AMD 870,DDR3,6,2,,
ASRock 4Core1333-ESATA2,ATX,Socket 775,Intel P31,,,,,
ASUS Z87-Plus (C2),ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
ASRock B150 Pro4/D3,ATX,Socket 1151,Intel B150,DDR3,,,,
MSI 790GX-G65 Winki Edition,ATX,Socket AM3,AMD 790GX,DDR3,,,,
Gigabyte Z68XP-UD3P,ATX,Socket 1155,Intel Z68,DDR3,4,2,,
ASRock Fatal1ty Z170 Gaming K6,ATX,Socket 1151,Intel Z170,DDR4,8,3,,
ASUS P8H61-M LX3 Plus,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock 880G Extreme3,ATX,Socket AM3,AMD 880G,DDR3,,,,
ASRock Z77 Pro4,ATX,Socket 1155,Intel Z77,DDR3,4,2,,
ASUS K8V-MX,Micro ATX,Socket 754,Via K8M800,,,,,
MSI 790GX-G65,ATX,Socket AM3,AMD 790GX,DDR3,,,,
ASRock Z77 Pro3,ATX,Socket 1155,Intel Z77,DDR3,2,2,,
MSI K9A2GM-F,Micro ATX,Socket AM2+,,DDR2,,,,
Gigabyte G41MT-S2PT,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASUS P5G41T-M/USB3,Micro ATX,Socket 775,Intel G41,DDR3,,,,
Gigabyte Z97X Gaming G1 WiFi Black Edition,ATX,Socket 1150,Intel Z97,DDR3,10,4,4,
ASRock Z68 Extreme4,ATX,Socket 1155,Intel Z68,DDR3,4,3,4,
ASRock C226 WS,ATX,Socket 1150,Intel C226,DDR3,,,,
Gigabyte H61M-USB3H,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI 760GA-P43 (FX),ATX,Socket AM3+,AMD 760G,DDR3,2,1,,
MSI H87M-P33,Micro ATX,Socket 1150,Intel H87,DDR3,4,1,,
MSI H87M-P32,Micro ATX,Socket 1150,Intel H87,DDR3,4,1,,
ASUS P8H67-M (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,2,,
ASUS P8P67 Evo,ATX,Socket 1155,Intel P67,DDR3,,,,
Gigabyte M57SLI-S4,ATX,Socket AM2,Nvidia nForce 570 SLI,DDR2,,,,
MSI DKA790GX,ATX,Socket AM2+,AMD 790GX,DDR2,,,,
ASUS P5Q SE Plus,ATX,Socket 775,Intel P45,DDR2,,,,
MSI X99A Gaming Pro Carbon,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
Gigabyte H170-Gaming 3,ATX,Socket 1151,Intel H170,DDR4,6,1,,
ASUS Sabertooth Z87 (C2),ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
ASRock 4Core1600-GLAN/M,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte H81M-DS2,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI KA780GM2,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASUS M3A-H HDMI,ATX,Socket AM2+,AMD 780G,DDR2,,,0,
MSI K9A2 CF-F,ATX,Socket AM2+,AMD 790FX,DDR2,,,,
Gigabyte G33M-S2,Micro ATX,Socket 775,Intel G33,DDR2,,,,
ASRock Z97 Pro4,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
Gigabyte G31MX-S2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
Gigabyte MA770-DS3,ATX,Socket AM2+,AMD 770,DDR2,,,,
ASRock Z97 Pro3,ATX,Socket 1150,Intel Z97,DDR3,6,1,,
ASUS M2A74-AM SE,Micro ATX,Socket AM2+,AMD 740G,DDR2,,,,
ASRock 985GM-GS3 FX,Micro ATX,Socket AM3+,AMD 785G,DDR3,0,1,,
Gigabyte Z68XP-UD3-ISSD,ATX,Socket 1155,Intel Z68,DDR3,4,2,,
ASUS X99-Deluxe II,ATX,Socket 2011-3,Intel X99,DDR4,10,5,0,8
ASUS Sabertooth X99,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
ASRock FM2A78 Pro4+,ATX,Socket FM2+,AMD A78,DDR3,,,,
MSI Z97 MPower Max AC,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
Gigabyte 990X-Gaming SLI,ATX,Socket AM3+,AMD 990X,DDR3,,,,
ASRock Fatal1ty P67 Professional B3,ATX,Socket 1155,Intel P67,DDR3,6,3,,
MSI G965MDH-FI,Micro ATX,Socket 775,Intel Q965,,,,,
ASRock X99 Extreme6/3.1,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
ASUS P5GC-VM,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS H81M-C/CSM,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS B75M-Plus,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,,
Gigabyte X99 Ultra Gaming EK,ATX,Socket 2011-3,Intel X99,DDR4,,,,
MSI H110 PC Mate,ATX,Socket 1151,Intel H110,DDR4,,,,
Gigabyte H61M-USB3V,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
Gigabyte EG41MFT-US2H,Micro ATX,Socket 775,Intel G41,DDR3,,,,
Gigabyte B150M-HD3,Micro ATX,Socket 1151,Intel B150,DDR3,6,1,,
ASUS H170M-E D3,Micro ATX,Socket 1151,Intel H170,DDR3,4,2,,
Gigabyte Z68X-UD3P,ATX,Socket 1155,Intel Z68,DDR3,4,2,,
Gigabyte Z68X-UD3R,ATX,Socket 1155,Intel Z68,DDR3,2,2,,
Gigabyte H170-D3H DDR3,ATX,Socket 1151,Intel H170,DDR3,,,,
ASRock Z87 Pro3,ATX,Socket 1150,Intel Z87,DDR3,6,1,,
ASRock Z87 Pro4,ATX,Socket 1150,Intel Z87,DDR3,6,2,,
MSI K9A2 Platinum V2,ATX,Socket AM2+,AMD 790FX,DDR2,,,,
ASRock 939N68PV-GLAN,Micro ATX,Socket 939,Nvidia nForce 630a,DDR,,,,
ASUS M5A99FX Pro R2.0,ATX,Socket AM3+,AMD 990FX,DDR3,7,4,,
MSI FM2-A55M-P33,Micro ATX,Socket FM2,AMD A55,DDR3,,,,
MSI PM9M-V,Micro ATX,Socket 775,,DDR+DDR2,,,,
Gigabyte Z170X-Ultra Gaming,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASRock 880GXH/USB3,ATX,Socket AM3,AMD 880G,DDR3,,,,
MSI A78M-E35,Micro ATX,Socket FM2+,AMD A75,DDR3,6,1,,
ASRock FM2A75 Pro4,ATX,Socket FM2,AMD A75,DDR3,5,2,,
